#name	name2
NM_032291	SGIP1
NM_080424	SP110
NM_001206701	SP100
NM_174899	FBXO36
NM_138402	SP140L
NM_016289	CAB39
NM_003113	SP100
NM_001080391	SP100
NR_034059	PSMD1
NM_001271466	ARMC9
NM_006056	NMUR1
NM_001282952	COPS7B
NM_001282951	COPS7B
NM_001282949	COPS7B
NM_001191037	PSMD1
NM_139073	SPATA3
NM_002807	PSMD1
NM_001291656	ARMC9
NM_025139	ARMC9
NM_001282950	COPS7B
NM_022730	COPS7B
NM_001103146	GIGYF2
NM_001257282	DIS3L2
NM_015575	GIGYF2
NM_001103148	GIGYF2
NM_001276336	EIF4E2
NM_001276337	EIF4E2
NR_103494	GIGYF2
NR_103493	GIGYF2
NR_046476	DIS3L2
NM_152383	DIS3L2
NM_001103147	GIGYF2
NM_001257281	DIS3L2
NR_046477	DIS3L2
NM_001282958	EIF4E2
NR_103492	GIGYF2
NR_103495	GIGYF2
NM_005541	INPP5D
NM_021027	UGT1A9
NM_001282963	HJURP
NM_003648	DGKD
NM_001072	UGT1A6
NM_152879	DGKD
NM_000541	SAG
NM_019076	UGT1A8
NM_019075	UGT1A10
NM_001282962	HJURP
NM_018410	HJURP
NM_019077	UGT1A7
NM_205862	UGT1A6
NM_001017915	INPP5D
NM_001282431	ARL4C
NM_005737	ARL4C
NM_001244888	AGAP1
NR_073043	IQCA1
NM_024726	IQCA1
NM_212556	ASB18
NM_001270584	IQCA1
NM_001270585	IQCA1
NM_004369	COL6A3
NR_103499	UBE2F
NM_001281473	MLPH
NM_001278308	UBE2F
NM_001278307	UBE2F
NM_001278306	UBE2F
NM_057165	COL6A3
NR_037904	UBE2F-SCLY
NM_001281474	MLPH
NM_080678	UBE2F
NM_001278305	UBE2F
NM_057164	COL6A3
NM_001137551	LRRFIP1
NM_005855	RAMP1
NM_001137550	LRRFIP1
NM_057166	COL6A3
NM_057167	COL6A3
NM_024101	MLPH
NM_001042467	MLPH
NR_103498	UBE2F
NR_103500	UBE2F
NR_104019	MLPH
NM_001040445	ASB1
NM_004544	NDUFA10
NM_001282781	ANKMY1
NM_017844	ANKMY1
NM_001282410	PPP1R7
NM_016552	ANKMY1
NM_001282921	C2orf54
NM_005301	GPR35
NM_001282409	PPP1R7
NM_001244008	KIF1A
NM_001282780	ANKMY1
NM_001195382	GPR35
NM_001195381	GPR35
NM_024861	C2orf54
NM_001282771	ANKMY1
NM_001080437	SNED1
NM_002712	PPP1R7
NM_001282414	PPP1R7
NM_001282413	PPP1R7
NM_001282412	PPP1R7
NM_001282411	PPP1R7
NM_004321	KIF1A
NM_001085437	C2orf54
NM_014808	FARP2
NM_001282984	FARP2
NM_001282983	FARP2
NR_110220	LINC01237
NM_001077710	FAM110C
NM_001282687	SH3YL1
NR_104227	SH3YL1
NM_007099	ACP1
NM_004300	ACP1
NM_001040649	ACP1
NR_024080	ACP1
NM_001002919	FAM150B
NM_152834	TMEM18
NR_110179	LOC101060385
NR_024468	MYT1L-AS1
NM_018269	ADI1
NR_038431	RNASEH1-AS1
NR_038430	RNASEH1-AS1
NM_002936	RNASEH1
NM_001011	RPS7
NR_038429	RNASEH1-AS1
NM_001286837	RNASEH1
NM_001286834	RNASEH1
NM_018436	ALLC
NR_037881	LINC01304
NR_034134	LINC01249
NM_003108	SOX11
NR_110580	LINC01248
NR_026833	LOC400940
NR_026832	LINC01105
NR_106980	MIR7158
NR_110251	LINC01247
NR_106986	MIR7515
NR_110500	LINC01246
NR_110498	LINC01246
NR_110497	MIR7515HG
NR_038369	LINC00487
NM_207315	CMPK2
NM_001256478	CMPK2
NM_001256477	CMPK2
NM_080657	RSAD2
NR_033997	RNF144A-AS1
NR_046236	CMPK2
NR_126359	NRIR
NR_038432	LOC100506274
NR_015405	LINC00298
NR_110256	LOC101929551
NR_110257	LOC101929567
NM_002166	ID2
NR_110154	ID2-AS1
NR_110153	ID2-AS1
NM_004763	ITGB1BP1
NM_022334	ITGB1BP1
NM_003183	ADAM17
NM_001039613	IAH1
NM_006826	YWHAQ
NM_005680	TAF1B
NM_003597	KLF11
NM_001177718	KLF11
NM_001177716	KLF11
NM_001037160	CYS1
NM_182626	C2orf48
NR_036222	MIR4261
NM_001034	RRM2
NM_001165931	RRM2
NM_001258359	HPCAL1
NR_028374	SNORA80B
NM_001258358	HPCAL1
NM_001287190	ODC1
NM_002539	ODC1
NM_001287189	ODC1
NR_110597	LOC101929715
NM_001287188	ODC1
NM_001282704	PDIA6
NM_005742	PDIA6
NM_001282705	PDIA6
NM_001282706	PDIA6
NM_001282707	PDIA6
NM_002236	KCNF1
NR_110575	LOC101929733
NM_182500	C2orf50
NM_001282710	PQLC3
NM_152391	PQLC3
NM_001282711	PQLC3
NR_104231	PQLC3
NM_001282712	PQLC3
NM_198256	E2F6
NM_212540	E2F6
NM_001278278	E2F6
NM_001278277	E2F6
NM_001278276	E2F6
NR_103490	E2F6
NM_001278275	E2F6
NM_033090	GREB1
NM_014668	GREB1
NM_148903	GREB1
NR_039627	MIR4429
NR_036071	MIR548S
NM_012344	NTSR2
NM_001261429	LPIN1
NR_036226	MIR4262
NR_037452	MIR3681
NR_036072	MIR3125
NM_021643	TRIB2
NR_027303	TRIB2
NM_145175	FAM84A
NM_001291410	LOC653602
NM_004939	DDX1
NR_110201	LOC101926966
NM_005378	MYCN
NR_026766	MYCNOS
NR_110230	MYCNOS
NM_001293233	MYCN
NM_001293231	MYCN
NR_125783	MYCNUT
NM_001293228	MYCN
NR_126559	GACAT3
NM_001142286	SMC6
NM_024624	SMC6
NM_001105569	MSGN1
NM_020905	RDH14
NM_033253	NT5C1B
NM_001199086	NT5C1B
NM_001002006	NT5C1B
NM_001199088	NT5C1B
NM_001199087	NT5C1B
NM_145260	OSR1
NR_039914	MIR4757
NR_033875	LINC00954
NM_001008237	TTC32
NM_014713	LAPTM4A
NM_002381	MATN3
NR_110235	LOC101928222
NM_002997	SDC1
NM_001006946	SDC1
NM_001282791	PUM2
NM_001282790	PUM2
NM_001282752	PUM2
NM_015317	PUM2
NM_004040	RHOB
NR_046836	HS1BP3-IT1
NM_182828	GDF7
NR_038837	LOC645949
NR_110577	LOC102723362
NM_001080473	MFSD2B
NM_181713	UBXN2A
NM_001206802	TP53I3
NM_199346	PFN4
NM_054033	FKBP1B
NM_001142319	C2orf44
NM_025203	C2orf44
NM_147184	TP53I3
NM_004881	TP53I3
NM_004116	FKBP1B
NM_016047	SF3B6
NM_001040710	FAM228A
NM_001013663	PTRHD1
NM_004036	ADCY3
NM_016544	DNAJC27
NM_001198559	DNAJC27
NR_034113	DNAJC27-AS1
NM_000939	POMC
NM_001035256	POMC
NM_153759	DNMT3A
NR_031570	MIR1301
NM_002254	KIF3C
NM_001191033	GAREML
NM_000182	HADHA
NM_001168241	GAREML
NM_001145169	GPR113
NM_001145168	GPR113
NM_153835	GPR113
NM_194322	OTOF
NM_145038	DRC1
NM_004802	OTOF
NM_194323	OTOF
NM_001105519	C2orf70
NM_001029881	CIB4
NM_002246	KCNK3
NM_001042426	CENPA
NM_001809	CENPA
NM_012326	MAPRE3
NM_001303050	MAPRE3
NM_001166239	CGREF1
NM_032604	ABHD1
NM_001166240	CGREF1
NM_021831	AGBL5
NM_006488	KHK
NR_104246	AGBL5
NM_013388	PREB
NM_006569	CGREF1
NM_001134693	OST4
NM_007046	EMILIN1
NM_175769	TCF23
NM_178553	PRR30
NM_001035507	AGBL5
NR_046730	AGBL5-AS1
NM_000221	KHK
NM_001301324	CGREF1
NM_001303127	DNAJC5G
NM_001303128	DNAJC5G
NM_001170795	ATRAID
NM_173650	DNAJC5G
NM_021095	SLC5A6
NM_016085	ATRAID
NR_028323	SLC5A6
NM_080592	ATRAID
NM_003459	SLC30A3
NM_004341	CAD
NR_130126	DNAJC5G
NM_177983	PPM1G
NM_144631	ZNF513
NR_038427	GTF3C2-AS1
NM_014748	SNX17
NR_002201	FTH1P3
NM_003353	UCN
NM_001201459	ZNF513
NR_049782	SNX17
NM_002437	MPV17
NM_172195	EIF2B4
NM_001267061	SNX17
NM_001035521	GTF3C2
NM_001521	GTF3C2
NM_015636	EIF2B4
NR_049788	SNX17
NR_049787	SNX17
NR_049784	SNX17
NR_049783	SNX17
NM_001267060	SNX17
NR_049786	SNX17
NR_049785	SNX17
NM_001267059	SNX17
NM_001034116	EIF2B4
NM_001168364	KRTCAP3
NM_015662	IFT172
NM_173853	KRTCAP3
NM_022823	FNDC4
NM_001486	GCKR
NM_001282731	SUPT7L
NM_001145048	GPN1
NM_001142683	CCDC121
NM_001282732	SUPT7L
NM_001271287	ZNF512
NM_032266	C2orf16
NR_026735	GPN1
NM_024584	CCDC121
NM_001282729	SUPT7L
NM_001145047	GPN1
NM_018158	SLC4A1AP
NM_001145049	GPN1
NM_014860	SUPT7L
NM_001271289	ZNF512
NM_032434	ZNF512
NM_001282730	SUPT7L
NM_001271288	ZNF512
NM_001271286	ZNF512
NM_001271318	ZNF512
NM_007266	GPN1
NM_004891	MRPL33
NM_145330	MRPL33
NR_028308	BRE-AS1
NR_036230	MIR4263
NR_120504	LOC100505736
NR_038319	LOC100505716
NM_005253	FOSL2
NR_103831	FLJ31356
NM_017910	TRMT61B
NM_182756	SPDYA
NM_206876	PPP1CB
NM_002709	PPP1CB
NM_001142634	SPDYA
NM_001008779	SPDYA
NR_003074	SNORD92
NM_015131	WDR43
NR_002741	SNORD53
NM_001029883	C2orf71
NM_001127400	YPEL5
NM_001127399	YPEL5
NM_016061	YPEL5
NM_001127401	YPEL5
NM_030915	LBH
NR_122048	LOC285043
NM_144575	CAPN13
NM_001145122	CAPN14
NM_000348	SRD5A2
NM_032574	DPY30
NM_021209	NLRC4
NM_001199139	NLRC4
NM_001193515	SLC30A6
NM_001193514	SLC30A6
NM_001193513	SLC30A6
NM_017964	SLC30A6
NM_001199138	NLRC4
NM_001302504	NLRC4
NR_030285	MIR558
NR_039922	MIR4765
NR_125793	BIRC6-AS2
NR_027100	LINC00486
NR_027098	LINC00486
NR_039628	MIR4430
NM_001139488	RASGRP3
NM_015376	RASGRP3
NR_003143	MYADML
NR_126404	LINC01320
NR_037631	LOC100288911
NM_005102	FEZ2
NM_001042548	FEZ2
NM_174931	GPATCH11
NM_001278505	GPATCH11
NM_144736	NDUFAF7
NM_001083946	NDUFAF7
NR_037879	CEBPZOS
NR_037880	CEBPZOS
NM_005760	CEBPZ
NM_001032377	SULT6B1
NM_012413	QPCT
NR_110012	LINC00211
NR_110011	LINC00211
NR_102712	RMDN2-AS1
NM_001170791	RMDN2
NM_001170792	RMDN2
NM_001170793	RMDN2
NM_000104	CYP1B1
NR_110259	LOC101929596
NM_024775	GEMIN6
NM_001195446	SRSF7
NM_001031684	SRSF7
NR_028386	LOC375196
NM_001145450	MORN2
NM_001167959	TMEM178A
NM_152390	TMEM178A
NM_001242815	C2orf91
NR_033996	LOC388942
NR_110263	LOC101929723
NR_110262	LOC101929723
NM_138370	PKDCC
NR_110584	LOC102723824
NM_004718	COX7A2L
NM_133329	KCNG3
NM_172344	KCNG3
NM_148962	OXER1
NM_012205	HAAO
NR_110585	LOC102723854
NM_006887	ZFP36L2
NR_027251	LINC01126
NM_001271644	THADA
NM_001101330	LOC728819
NM_001271643	THADA
NM_016008	DYNC2LI1
NM_015522	DYNC2LI1
NM_001193464	DYNC2LI1
NM_022437	ABCG8
NM_000341	SLC3A1
NR_039629	MIR548AD
NM_005413	SIX3
NR_103786	SIX3-AS1
NR_103785	SIX3-AS1
NM_016932	SIX2
NM_001145051	TMEM247
NM_080653	ATP6V1E2
NM_173074	PIGF
NM_014171	CRIPT
NM_002643	PIGF
NR_104182	LOC100506142
NM_144949	SOCS5
NM_014011	SOCS5
NR_034099	LINC01118
NM_001171508	MCFD2
NM_139279	MCFD2
NM_001171511	MCFD2
NM_001171510	MCFD2
NM_001171509	MCFD2
NM_001171507	MCFD2
NR_024452	LINC01119
NM_001171506	MCFD2
NM_173649	C2orf61
NM_001743	CALM2
NM_002354	EPCAM
NR_030286	MIR559
NM_022055	KCNK12
NR_120602	HCG2040054
NM_001281494	MSH6
NM_000179	MSH6
NM_001281492	MSH6
NM_001281493	MSH6
NM_002158	FOXN2
NM_001193475	PPP1R21
NM_152994	PPP1R21
NM_001135629	PPP1R21
NR_024188	PPP1R21
NM_000233	LHCGR
NR_107011	MIR548BA
NR_130470	MIR8485
NR_039630	MIR4431
NM_001127397	ERLEC1
NM_001127398	ERLEC1
NM_015701	ERLEC1
NM_006794	GPR75
NR_037453	MIR3682
NM_001003937	TSPYL6
NM_001100396	C2orf73
NR_002229	RPL23AP32
NM_207520	RTN4
NM_153828	RTN4
NM_007008	RTN4
NM_207521	RTN4
NM_020532	RTN4
NM_002453	MTIF2
NM_001177413	RPS27A
NR_039624	MIR4426
NM_002954	RPS27A
NM_001135592	RPS27A
NR_027258	PRORSD1P
NM_001005369	MTIF2
NM_080667	CFAP36
NM_001282761	CFAP36
NM_033109	PNPT1
NR_029629	MIR216A
NR_030623	MIR216B
NR_029630	MIR217
NR_125368	LOC100129434
NR_110219	LOC101927285
NR_039631	MIR4432
NM_022894	PAPOLG
NM_001291746	REL
NM_002908	REL
NM_002618	PEX13
NM_152392	AHSA2
NR_036496	LOC339803
NM_001143960	C2orf74
NM_001143959	C2orf74
NR_003707	SNORA70B
NM_001256721	CCT4
NM_006430	CCT4
NM_001201543	FAM161A
NM_032180	FAM161A
NR_037710	FAM161A
NM_006577	B3GNT2
NR_049824	MIR5192
NM_198276	TMEM17
NM_001199770	OTX1
NM_014562	OTX1
NR_033389	LOC100132215
NR_027069	LOC100132215
NR_130153	OTX1
NR_036635	DBIL5P2
NR_033837	LINC00309
NR_120420	LOC100507006
NR_039632	MIR4433A
NR_106995	MIR4433B
NM_014181	LGALSL
NM_203437	AFTPH
NM_017657	AFTPH
NR_034023	LOC339807
NR_039633	MIR4434
NM_001002243	AFTPH
NR_110224	LOC101927438
NM_001193493	SLC1A4
NM_003038	SLC1A4
NM_015543	RAB1A
NM_004161	RAB1A
NM_015147	CEP68
NM_001005386	ACTR2
NM_005722	ACTR2
NM_181784	SPRED2
NM_001128210	SPRED2
NR_046438	MEIS1-AS3
NR_039938	MIR4778
NR_110265	LOC101927577
NR_110264	LOC101927577
NR_110169	LOC101060019
NR_110600	LOC102724321
NR_110568	LOC101927661
NM_020143	PNO1
NM_001256476	WDR92
NM_138458	WDR92
NR_046234	WDR92
NM_001111101	CNRIP1
NM_015463	CNRIP1
NM_002664	PLEK
NM_173545	APLF
NM_001024680	FBXO48
NM_138964	PROKR1
NM_001166277	ARHGAP25
NM_001166276	ARHGAP25
NM_014882	ARHGAP25
NM_001007231	ARHGAP25
NM_014482	BMP10
NM_182536	GKN2
NR_036073	MIR3126
NM_015700	NFU1
NR_045632	NFU1
NR_045631	NFU1
NM_001002756	NFU1
NM_001002755	NFU1
NR_003705	SNORA36C
NM_178439	GMCL1
NM_001202514	MXD1
NM_001202513	MXD1
NM_002357	MXD1
NM_152792	ASPRV1
NM_006196	PCBP1
NR_024444	LOC100133985
NM_022037	TIA1
NM_016297	PCYOX1
NM_022173	TIA1
NM_032822	FAM136A
NR_046798	TGFA-IT1
NM_001004311	FIGLA
NM_012476	VAX2
NM_015717	CD207
NR_126384	LINC01143
NR_002185	OR7E91P
NM_144582	TEX261
NM_024933	ANKRD53
NM_001115116	ANKRD53
NM_032601	MCEE
NM_005791	MPHOSPH10
NM_019885	CYP26B1
NM_001277742	CYP26B1
NM_003124	SPR
NM_004097	EMX1
NM_015470	RAB11FIP5
NR_029403	CCT7
NM_032319	PRADC1
NM_001965	EGR4
NM_006062	SMYD5
NM_006429	CCT7
NM_001134462	NOTO
NM_001166285	CCT7
NM_001166284	CCT7
NR_029402	CCT7
NM_001080410	FBXO41
NM_001009570	CCT7
NR_046762	ALMS1-IT1
NM_003960	NAT8
NR_003683	ALMS1P
NM_001080474	C2orf78
NM_016058	TPRKB
NM_016347	NAT8B
NM_003584	DUSP11
NM_080918	DGUOK
NM_080916	DGUOK
NM_001199893	ACTG2
NM_006463	STAMBP
NM_001615	ACTG2
NM_213622	STAMBP
NM_201647	STAMBP
NM_018221	MOB1A
NR_027405	MTHFD2
NM_006636	MTHFD2
NR_045637	BOLA3-AS1
NR_045636	BOLA3-AS1
NR_045634	BOLA3-AS1
NM_001035505	BOLA3
NM_212552	BOLA3
NM_006302	MOGS
NM_031288	INO80B
NM_001190836	DCTN1
NM_012477	WBP1
NM_032118	WDR54
NM_032779	CCDC142
NM_001015055	RTKN
NM_001135041	DCTN1
NM_001135040	DCTN1
NM_053050	MRPL53
NM_001145054	C2orf81
NM_001146158	MOGS
NM_001015056	RTKN
NR_024463	DCTN1-AS1
NM_001190837	DCTN1
NM_004082	DCTN1
NM_033046	RTKN
NR_033935	DCTN1
NR_037849	INO80B-WBP1
NM_023019	DCTN1
NM_032603	LOXL3
NM_032673	PCGF1
NM_013247	HTRA2
NM_016170	TLX2
NM_001381	DOK1
NR_024606	LBX2-AS1
NM_001197260	DOK1
NM_001289165	LOXL3
NM_133637	DQX1
NM_001289164	LOXL3
NM_001282430	LBX2
NM_145074	HTRA2
NM_001009812	LBX2
NM_181575	AUP1
NR_126510	AUP1
NR_126511	AUP1
NM_004263	SEMA4F
NM_001271662	SEMA4F
NM_001271661	SEMA4F
NR_073398	SEMA4F
NR_073399	SEMA4F
NM_019896	POLE4
NR_125792	LINC01291
NR_049796	MIR5000
NM_014763	MRPL19
NM_001201335	GCFC2
NR_110284	LOC101927907
NM_024993	LRRTM4
NM_001282928	LRRTM4
NR_024342	SNAR-H
NR_110286	LOC101927926
NR_110287	LOC101927948
NM_001008387	REG3G
NM_198448	REG3G
NM_001270040	REG3G
NM_002580	REG3A
NM_002909	REG1A
NM_138938	REG3A
NM_006507	REG1B
NM_138937	REG3A
NR_002714	REG1P
NR_110289	LOC101927987
NR_036231	MIR4264
NR_107047	MIR8080
NM_178839	LRRTM1
NR_110161	LOC100507201
NR_033423	LOC1720
NR_003663	FUNDC2P2
NM_021103	TMSB10
NM_020122	KCMF1
NM_001206841	TGOLN2
NM_017750	RETSAT
NM_006464	TGOLN2
NM_001206844	TGOLN2
NM_001206840	TGOLN2
NM_198482	SH2D6
NM_001747	CAPG
NM_001256140	CAPG
NM_001256139	CAPG
NM_001142269	GGCX
NR_033179	TMEM150A
NM_006634	VAMP5
NM_003761	VAMP8
NM_005911	MAT2A
NM_000821	GGCX
NR_038942	LOC100630918
NM_016494	RNF181
NM_001031738	TMEM150A
NM_001013649	C2orf68
NM_198843	SFTPB
NM_006433	GNLY
NM_000542	SFTPB
NM_001302758	GNLY
NM_012483	GNLY
NR_038888	LOC284950
NR_106719	MIR6071
NM_001042437	ST3GAL5
NR_110569	ST3GAL5-AS1
NR_004378	SNORD94
NM_015425	POLR1A
NM_017952	PTCD3
NR_026984	LOC90784
NM_145644	MRPL35
NM_016622	MRPL35
NR_039939	MIR4779
NM_018433	KDM3A
NM_001146688	KDM3A
NM_001198952	RNF103
NM_005667	RNF103
NM_001198951	RNF103
NM_001768	CD8A
NR_027353	CD8A
NM_171827	CD8A
NM_022780	RMND5A
NM_001178100	CD8B
NM_172102	CD8B
NM_004931	CD8B
NM_172213	CD8B
NR_037931	ANAPC1P1
NM_172101	CD8B
NM_002665	PLGLB2
NM_001032392	PLGLB1
NR_039929	MIR4771-2
NR_039928	MIR4771-1
NR_039636	MIR4435-2
NR_039634	MIR4435-1
NM_002665	PLGLB2
NM_001032392	PLGLB1
NM_198274	SMYD1
NR_039940	MIR4780
NM_001443	FABP1
NM_152670	TEX37
NM_001135649	FOXI3
NR_039635	MIR4436A
NR_015424	ANKRD36BP2
NR_027238	LOC654342
NR_003503	GGT8P
NR_027714	ACTR3BP2
NM_001286559	TEKT4
NM_144705	TEKT4
NR_003366	ANKRD20A8P
NR_038409	FAM95A
NM_022440	MAL
NM_022439	MAL
NM_022438	MAL
NM_002371	MAL
NM_031902	MRPS5
NM_001282398	ZNF2
NM_001017396	ZNF2
NM_001291605	ZNF2
NM_021088	ZNF2
NM_001291604	ZNF2
NM_013434	KCNIP3
NM_001034914	KCNIP3
NM_001164464	TRIM43B
NM_138800	TRIM43
NR_103734	LINC00342
NR_003698	FAHD2CP
NM_207328	GPAT2
NM_004418	DUSP2
NM_000682	ADRA2B
NM_001002036	ASTL
NM_001193304	TMEM127
NM_017849	TMEM127
NM_004804	CIAO1
NM_014014	SNRNP200
NR_046322	STARD7-AS1
NM_001281712	NCAPH
NM_015341	NCAPH
NM_001281711	NCAPH
NM_001281710	NCAPH
NM_001285485	NEURL3
NM_001285486	NEURL3
NM_212481	ARID5A
NR_104346	NEURL3
NM_001293083	FER1L5
NM_001115016	KANSL3
NR_047653	KANSL3
NR_047655	KANSL3
NR_047654	KANSL3
NR_047658	KANSL3
NR_047657	KANSL3
NR_047656	KANSL3
NR_036074	MIR3127
NM_017623	CNNM3
NM_199078	CNNM3
NM_020184	CNNM4
NM_144994	ANKRD23
NM_016490	FAM178B
NM_001172667	FAM178B
NM_017789	SEMA4C
NR_110209	LOC101927053
NM_199336	FAHD2B
NR_103732	LOC100506076
NR_103733	LOC100506076
NR_130704	LOC100506123
NR_103733	LOC100506076
NR_103732	LOC100506076
NR_040097	LOC100506123
NR_130704	LOC100506123
NM_001862	COX5B
NM_005735	ACTR1B
NM_207519	ZAP70
NM_001079	ZAP70
NM_001298	CNGA3
NM_001079878	CNGA3
NM_001160154	MGAT4A
NM_012214	MGAT4A
NM_014044	UNC50
NR_126337	LOC101927070
NM_001204830	LIPT1
NM_145198	LIPT1
NR_028356	MRPL30
NM_175735	LYG2
NM_015929	LIPT1
NM_145212	MRPL30
NM_145197	LIPT1
NM_138798	MITD1
NR_037936	LIPT1
NM_145199	LIPT1
NM_144706	C2orf15
NR_037935	LIPT1
NM_174898	LYG1
NM_005783	TXNDC9
NM_001037872	REV1
NM_016316	REV1
NR_103730	LINC01104
NM_004854	CHST10
NM_001011717	NMS
NM_001099693	RPL31
NM_000993	RPL31
NM_001098577	RPL31
NR_110213	LOC101927142
NM_017546	CNOT11
NM_173647	RNF149
NR_003070	SNORD89
NR_049881	MIR5696
NM_001145664	RFX8
NR_103791	LINC01127
NM_003854	IL1RL2
NM_001282408	IL1RL1
NM_016232	IL1RL1
NM_003856	IL1RL1
NM_001282399	IL18R1
NM_003855	IL18R1
NR_104167	IL1RL1
NM_003853	IL18RAP
NR_039930	MIR4772
NM_001011552	SLC9A4
NM_032718	MFSD9
NR_037885	LOC100287010
NR_038231	LINC01114
NR_037883	LINC01158
NM_006236	POU3F3
NR_110373	LINC01159
NR_110374	LINC01159
NM_182640	MRPS9
NR_110227	LOC101927492
NM_007227	GPR45
NM_201555	FHL2
NM_001450	FHL2
NM_001039492	FHL2
NM_024093	C2orf49
NM_001286537	C2orf49
NR_038891	LOC285000
NM_001004720	NCK2
NM_001253875	UXS1
NR_045607	UXS1
NM_001253876	UXS1
NM_025076	UXS1
NM_001144013	RGPD3
NR_003506	PLGLA
NR_024439	RGPD4-AS1
NM_182588	RGPD4
NM_021815	SLC5A7
NM_001008743	SULT1C3
NR_037191	SULT1C2P1
NM_006588	SULT1C4
NM_181453	GCC2
NR_028063	GCC2
NM_001193485	LIMS1
NM_001193484	LIMS1
NM_001193488	LIMS1
NM_004987	LIMS1
NM_001193482	LIMS1
NM_006267	RANBP2
NR_036223	MIR4265
NR_029193	SH3RF3-AS1
NR_036224	MIR4266
NM_023016	SOWAHC
NM_001123363	RGPD6
NM_005054	RGPD5
NM_032260	RGPD5
NM_001037866	RGPD6
NR_027143	LOC440895
NR_038099	LIMS3L
NR_037627	LOC100288570
NR_027467	LIMS3
NM_033514	LIMS3
NM_001205288	LIMS3L
NR_027145	LIMS3-LOC440895
NR_046112	LINC01123
NR_046111	LINC01123
NR_046110	LINC01123
NR_027142	LOC440895
NR_036225	MIR4267
NM_005434	MALL
NR_039941	MIR4436B1
NR_049830	MIR4436B2
NR_027063	LINC00116
NR_039941	MIR4436B1
NR_046112	LINC01123
NR_046111	LINC01123
NR_046110	LINC01123
NR_027244	LINC01106
NR_049830	MIR4436B2
NR_027145	LIMS3-LOC440895
NR_037627	LOC100288570
NM_033514	LIMS3
NM_001205288	LIMS3L
NR_027143	LOC440895
NR_027142	LOC440895
NR_027467	LIMS3
NR_038099	LIMS3L
NM_032260	RGPD5
NM_001037866	RGPD6
NM_001204109	BCL2L11
NM_001204113	BCL2L11
NM_001204112	BCL2L11
NM_001204111	BCL2L11
NM_001204110	BCL2L11
NM_138627	BCL2L11
NM_138623	BCL2L11
NM_138621	BCL2L11
NM_138625	BCL2L11
NM_138626	BCL2L11
NM_001204106	BCL2L11
NM_207003	BCL2L11
NM_138624	BCL2L11
NM_001204108	BCL2L11
NM_001204107	BCL2L11
NM_006538	BCL2L11
NM_138622	BCL2L11
NM_207002	BCL2L11
NR_122074	LOC400997
NR_039634	MIR4435-1
NR_039636	MIR4435-2
NR_039929	MIR4771-2
NR_039928	MIR4771-1
NM_001128165	FBLN7
NM_153214	FBLN7
NM_198581	ZC3H6
NM_001164463	RGPD8
NM_005054	RGPD5
NM_001282776	POLR1B
NM_001282774	POLR1B
NM_001282779	POLR1B
NM_019014	POLR1B
NM_001282777	POLR1B
NM_001137604	POLR1B
NM_001282772	POLR1B
NM_001304353	CHCHD5
NM_032309	CHCHD5
NM_001304354	CHCHD5
NM_005415	SLC20A1
NR_033871	FLJ42351
NM_000575	IL1A
NM_000576	IL1B
NM_014440	IL36A
NM_173203	IL37
NM_173202	IL37
NM_173204	IL37
NM_001278568	IL36G
NM_014439	IL37
NM_019618	IL36G
NM_173205	IL37
NM_173161	IL1F10
NM_173178	IL36B
NM_012275	IL36RN
NM_014438	IL36B
NM_173843	IL1RN
NM_032556	IL1F10
NM_000577	IL1RN
NM_173170	IL36RN
NM_173842	IL1RN
NM_173841	IL1RN
NM_012455	PSD4
NR_015377	PAX8-AS1
NR_047570	PAX8-AS1
NM_012184	FOXD4L1
NM_172003	CBWD2
NR_024531	RPL23AP7
NR_024530	RPL23AP7
NM_013412	RABL2A
NR_031632	MIR1302-3
NM_007082	RABL2A
NR_026821	FAM138B
NR_024005	DDX11L2
NR_024077	WASH2P
NR_024529	RPL23AP7
NR_024528	RPL23AP7
NR_000029	RPL23AP7
NR_024004	DDX11L2
NR_121187	PGM5P4-AS1
NR_104470	SLC35F5
NR_039943	MIR4782
NM_025181	SLC35F5
NR_110174	LOC101060091
NR_034130	LOC100499194
NR_034128	LINC01191
NR_036580	DPP10-AS1
NM_006773	DDX18
NM_016133	INSIG2
NR_110272	LOC101927709
NM_001426	EN1
NM_006770	MARCO
NM_182528	C1QL2
NM_182915	STEAP3
NM_018234	STEAP3
NM_001008410	STEAP3
NM_001282636	DBI
NM_020548	DBI
NM_001178041	DBI
NM_001282634	DBI
NM_001178042	DBI
NM_001282635	DBI
NM_001079862	DBI
NM_001282633	DBI
NM_001178017	DBI
NM_001178043	DBI
NR_104221	DBI
NM_001079863	DBI
NM_002980	SCTR
NM_030577	TMEM177
NM_001105198	TMEM177
NM_001105199	TMEM177
NM_002881	RALB
NM_002193	INHBB
NR_027181	LINC01101
NR_023343	RNU4ATAC
NR_037856	NIFK-AS1
NR_037858	NIFK-AS1
NR_048559	TSN
NM_032390	NIFK
NM_004622	TSN
NM_001261401	TSN
NR_048557	TSN
NR_048558	TSN
NR_048556	TSN
NM_002101	GYPC
NM_001256584	GYPC
NM_016815	GYPC
NM_139346	BIN1
NM_139351	BIN1
NM_139349	BIN1
NM_139348	BIN1
NM_139350	BIN1
NM_139347	BIN1
NM_139345	BIN1
NM_004305	BIN1
NM_139344	BIN1
NM_139343	BIN1
NM_000122	ERCC3
NM_001001665	CYP27C1
